ID,link,country,time_id,recommend,value,fun,reviews,game,date,total_time,review_time
2,https://steamcommunity.com/profiles/76561198994857216/recommended/,Other,1,Recommended,0,0,"zajebista gierka polecam								",https://steamcommunity.com/app/945360,"13 November, 2020",11.4,9.5
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,10,Recommended,0,0,".								",https://steamcommunity.com/app/201810,7-Jan,9.6,4.5
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,9,Recommended,0,0,"tyllä								",https://steamcommunity.com/app/1222680,4-Jan,11.9,6
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,8,Recommended,0,0,"ON								",https://steamcommunity.com/app/1190000,"30 December, 2021",7.2,5.5
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,7,Recommended,0,0,"6/5								",https://steamcommunity.com/app/646910,"10 July, 2021",42.3,33.7
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,6,Recommended,0,0,vitu kova ,https://steamcommunity.com/app/359550,"7 January, 2021",296.7,31.1
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,5,Recommended,0,0,"--_--								",https://steamcommunity.com/app/945360,"2 November, 2020",41,13.2
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,4,Recommended,0,0,"vit8u kokava								",https://steamcommunity.com/app/739630,"23 October, 2020",77.6,4.7
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,3,Recommended,0,0,"-								",https://steamcommunity.com/app/431960,"4 October, 2020",41.8,4.5
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,2,Recommended,0,0,"VITUN KOVA								",https://steamcommunity.com/app/518790,"20 September, 2020",108.5,23
3,https://steamcommunity.com/profiles/76561198270002671/recommended/,Other,1,Recommended,0,0,"-								",https://steamcommunity.com/app/1097150,"3 September, 2020",19.6,6.1
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,10,Recommended,1,0,"peli maistui vhän hieltä								",https://steamcommunity.com/app/252490,6-Jul,18.9,3.5
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,9,Recommended,0,0,naukuu ,https://steamcommunity.com/app/730,30-Jun,723.3,723.3
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,8,Recommended,0,0,Pekalla oli muistaakseni mustat kengät. ,https://steamcommunity.com/app/700330,26-May,6.3,6
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,7,Recommended,0,0,rahan tuloa ei voi estää ,https://steamcommunity.com/app/1293830,10-Apr,8.5,5.8
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,6,Recommended,0,0,lörähti melkeei ,https://steamcommunity.com/app/883710,1-Jan,10.9,10.9
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,5,Recommended,0,0,"kanttarellikeitto								",https://steamcommunity.com/app/202990,"26 December, 2021",4.4,4.4
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,4,Recommended,0,0,"no tälläin aika mehevä nostalgia/lusikka peli								",https://steamcommunity.com/app/212910,"25 December, 2021",13,4.8
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,3,Recommended,0,0,"oikeestaan jos totta puhuu niin kalakeitto on ihan hyvää								",https://steamcommunity.com/app/1172470,"16 December, 2021",4.9,4.2
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,2,Recommended,0,0,tykkään tytöistä ,https://steamcommunity.com/app/397900,"23 July, 2021",9.2,4
4,https://steamcommunity.com/profiles/76561198860645712/recommended/,Other,1,Recommended,0,0,onsekumma kun kissa ei ole eläin ,https://steamcommunity.com/app/550,"4 July, 2021",18.4,3.5
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,10,Recommended,1,0,"Cyberpunk 2077 es un juego con una temática que muy pocos juegos lo hicieron, en mi caso la temática Ciberpunk futurista me fascina, y en muy pocos videojuegos lo vi tan pulido. Hace bastante tiempo un juego no me pegaba a la silla y me quedaba viciando horas y horas completando la historia y todo porque me encantaba.El apartado gráfico y artístico fenomenal, que si bien no pude disfrutarlo tanto con mi gtx 1050 ti, igual se ve bastante bien. Lo segundo, audio, música, es algo que acompaña constantemente y aporta bastante todo el rato, algo que para mi es muy necesario y que ademas te inmerse mas en el juego. Yaya, hablamos de los bugs.... a día de hoy en pleno 2022 el juego es > Jugable, sin mas. Que si, que capaz tiene bugs boludos de vez en cuando pero no es lo que era en 2020. Poco mas voy a decir.La historia, por mi parte de momento termine con Panam y el final feliz, después veré si realizar los demás finales pero, me di cuenta que hagas lo que hagas siempre V morirá, todo por un simple chip pero bueno tampoco quiero hacer tanto spoiler. Es fenomenal la historia, tiene mucha profundidad en los personajes que menos te lo esperas y en cada uno de ellos hay un gran dialogo, ademas que siempre tendremos que Elegir cual es el destino de nuestro personaje porque cada decisión que tomemos cambia la historia totalmente.Ya desde la creación de nuestro personaje si elegimos el sexo mujer la historia tomara otro rumbo y si elegimos hombre lo mismo.Ademas de las misiones secundarias o terciarias que parecen como cualquier otra misión de un juego de mundo abierto que las hacemos nomas para conseguir dinero. No, no es así, si hacemos estas misiones nos aportara información para las misiones principales y para comprender la historia, puede que tengas que matar a tal persona y termines profundizando tanto en esa historia que pensas que estas haciendo una principal.Algo que vi que muy poca gente habla es la cantidad de DETALLES que tiene este videjuego. Ponete a pensar un segundo... las armas, cada una de ella tiene una animación especial y ÚNICA, cada mira tiene pequeños detalles, minúsculos pero que aportan igual. Los vehículos lo mismo, te subís a uno y tiene un interior totalmente diferente y repito ÚNICO. Lo mismo con la ciudad, hay maquinas expendedoras de comida o otros objetos y tienen detalles, sonidos voces y podes interactuar con cada una de ellas.Semáforos inteligentes que funcionan perfectamente, ascensores, luces, carteles. Miles y miles de cosas que tienen hasta el mínimo detalle que para mi ningún otro juego logra o logro conseguirlo...Tampoco es la obra maestra, tampoco es el juego que tanto prometieron pero si se asimila un poco y por lo menos, es un juego que te vas a acordar siempre. 8,5/10''KaZuAr''								",https://steamcommunity.com/app/1091500,15-Aug,41.9,38.7
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,9,Recommended,0,0,"HaHaHa a10 goes Brrtttigual ta re dificil y hay que viciar muuuucho y es alta paja pero bueno n´t								",https://steamcommunity.com/app/236390,5-Aug,84.7,66.1
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,8,Recommended,0,0,"Poco mas que decir, una obra maestra de los videojuegos. Si bien no soy muy partidario del arcade que es porque le quita bastante realismo, es hermoso gráficamente, la cantidad de cosas que hay para hacer te dan mas de 100 horas de juego aseguradas.Recomiendo mucho comprarlo en oferta, aunque sea caro vale la pena.Corre en cualquier pc gama media esta bien optimizado esta ♥♥♥♥								",https://steamcommunity.com/app/1293830,27-May,24.3,7.8
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,7,Recommended,0,0,"Anda joyitta estaría bueno que pongan más variedad de autos.Si queres jugar y no trollearla añadime en discord KaZuAr#4856								",https://steamcommunity.com/app/1017180,21-May,9.9,4.5
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,6,Recommended,0,0,"BUENARDO, basicamente sos un inodoro que se arma hasta los dientes.OJO con pc le conecte control de ps4 y andaba aunque masomenos, lastimosamente en el capitulo ""ascenso"" cuando vamos a ver a Cave pide que presionemos L5 y R5 lo cual al primer momento me lo detecto pero despues no, supongo que esta echo para ps5 y el steam deck claramente, no obstante la calidad grafica y lo bien optimizado que esta es hermoso y encima gratis loco								",https://steamcommunity.com/app/1902490,19-May,0.5,0.5
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,5,Not Recommended,0,1,"Le di una oportunidad porque me gusto mucho el primero, pero la verdad es que la idea de andar en barco sin hacer tantas cosas como el anterior ya sea el tema del vapor, combustible, etc. Me quito las ganas y por eso lo rembolso una lastima que duren poco por el precio que tienen.								",https://steamcommunity.com/app/1570010,19-May,0.3,0.3
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,4,Not Recommended,2,0,"Y bueno capo... ""el juego"" tenes que tener una gráfica de 4gb una 1050 ti va joya. Tengo cpu i3 9100f y una gt 1030 GT de 2gb y si el juego me corre pero con una media de 25 fps y todo bajo... claro es un asco jugar así una lastima la cague con la compra pero bueno lo desinstale al carajo y cuando tenga la 1050ti lo pruebo devuelta.ONLINE: Va joya hay gente y bastante, pero claro de diferentes colores y países entonces aveces te juega el ping o la comunicación.  COMPRALO EN OFERTA NO SEAS PELOTUDO el juego no lo vale para salir tanta guita y mas los impuestos peronistas cagaste. Cuidense del covid ta fuerte								",https://steamcommunity.com/app/460930,2-Feb,6.3,4.6
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,3,Recommended,0,0,"""Entretenido para pasártelo en menos de 1 mes""Un buen juego y bastante difícil también, recomiendo mucho jugar con un compañero si o si. Al principio es difícil te molesta mucho la AI de algunos NPC porque te matan aveces de 1 tiro o aveces de 10. No obstante es linda la historia y te cagas de risa.Lo recomiendo.								",https://steamcommunity.com/app/539470,"27 September, 2021",8.8,7.3
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,2,Recommended,0,0,"Si tendría que describir el juego con una sola palabra seria ""LIBERTAD"" y si, lo único que haces es romper todo explotar, descubrir, investigar, enganchar cosas, pura diversión. Tenia pensado comprar el 4 pero no confiaba que mi pc lo pueda correr entonces eleji por este, si bien no lo juego en ultra la calidad que tiene es excelente bien optimizado y debes en cuando se me bajan los FPS, pero literalmente sino le das pelota el juego se ve super graficamente. La cantidad de colores que tiene y la saturacion que tiene es excelente es decir, siempre que vemos un juego o estamos en la calle esta todo como gris, este tiene un filtro de colores fuertes verdes rojos azules que te hacen verlo todo mas lindo. Quien vea esto, no te arrepientas compratelo mejor si esta en oferta como yo hice, te lo juro que no te vas a aburrir nunca, siempre hay algo nuevo para enganchar.								",https://steamcommunity.com/app/225540,"26 November, 2021",33.9,10.3
5,https://steamcommunity.com/profiles/76561198147986158/recommended/,Other,1,Recommended,0,0,"Simplemente JUEGAZO, uno de los juegos mas favoritos que siempre quise tener, salio en 2013 y todavía hay servers full, recién en 2021 lo pude comprar porque mi pc no era la mejor pero es una locura todas las destrucciones que hay los vehículos todo, es FASCINANTE. Lastimosamente no se si hay hackers o que pero la mayoría de jugadores son muy buenos jugando o algo tienen porque siempre pegan las balas, pero da igual cuando le agarras la mano es super divertido y nunca te quemas siempre hay algo nuevo.La historia.... un poco nefasta me lo pase en la dificultad mas difícil e igual es una mierda. Nuestros amigos del patrulla literalmente le decís que ataquen y vos podes ver como le pegan las balas al enemigo y no se muere, muy corta la historia, ademas de que en ningún momento podes manejar un helicóptero o avión.9/10								",https://steamcommunity.com/app/1238860,"9 March, 2021",158.9,63.4
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,10,Recommended,1,0,"Crispy sounds makes me orgasmGuns have weight to themGuns have punch that are appropriate to their given calibermild gore with some dismemberment and reload animations that are literally ♥♥♥♥♥♥�?art  Its vastly better optimized than previous and can now run on most toasters. Low graphics are not that bad compared to what other AAA titles offer. This game started out a bit cheesy but has improved alot! 8/10								",https://steamcommunity.com/app/581320,"1 March, 2021",214.5,55.9
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,9,Recommended,1,0,"Den er god nok mester								",https://steamcommunity.com/app/261550,"7 April, 2020",483,22.6
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,8,Recommended,0,0,"The childhood memories... <3<3<3<3WOOLOLOLOLOLOLOLO!!!!!								",https://steamcommunity.com/app/221380,"15 November, 2015",217.9,14.8
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,7,Recommended,2,0,"THIS GAME IS FKNING AWSOME(10/10)Pros/Not that serious cons*Its a 90´s shooter come on.*Secret Areas*9 Differnet kick ass wepons (Including the MIGHTY BOOT)*Gadets *Health and ammo management*Boss battles*Pissing (In toilets...) *Chicks*Funny one liners*Ridiculous story- Fkning little ♥♥♥♥♥♥ anoying facehugger acting goo piles- 3D Realms level Times XD- flying fat ♥♥♥♥♥♥�?who shoot rockets out of thier ass- Useless nightvision goggles- War lords poping out of no where- MP is pretty much deadBuy this game or, i will rip your head of and ♥♥♥♥ down your neck.Yeah that happend in the game... ",https://steamcommunity.com/app/225140,"21 October, 2015",22.2,13.3
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,6,Recommended,0,0,"its k								",https://steamcommunity.com/app/304930,"1 July, 2015",115.9,43
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,5,Recommended,0,0,"my alltime funniest memories is from this game thank you gabe <3								",https://steamcommunity.com/app/240,"13 February, 2015",214.4,123
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,4,Recommended,0,0,"SOOOOOO COOOOLhilarious story and a ton of fun-with a friend								",https://steamcommunity.com/app/238460,"23 January, 2015",8.6,8.2
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,3,Recommended,0,0,fantastisk spil men for mange russere ,https://steamcommunity.com/app/730,"20 December, 2014",874.1,339.8
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,2,Recommended,0,0,so gut <3<3 ,https://steamcommunity.com/app/48700,"16 December, 2014",262.3,218.8
6,https://steamcommunity.com/profiles/76561198073495332/recommended/,Other,1,Not Recommended,0,1,"please i have seen everything now i must end my life because of you...you stupid game								",https://steamcommunity.com/app/273110,"27 October, 2014",0.4,0.4
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,10,Recommended,0,0,"I can't make short review of this masterpice. It's much better then original i loved. I spend over 100h in this game and i don't regret.								",https://steamcommunity.com/app/1467450,25-Feb,204.3,112.4
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,9,Recommended,0,0,"Good stuff								",https://steamcommunity.com/app/380,14-Jan,8.9,3.6
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,8,Recommended,0,0,"OMG i love this ♥♥♥♥. It's hard but fair, no censorship, graphic, badass and so damm good. Sadly it's short and characters are not shown enough. Acting is so great i can't belive it's a game. Play this game yourself please.								",https://steamcommunity.com/app/201810,"9 July, 2021",29.3,28.3
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,7,Recommended,22,0,"It's as good as Dead Space 1. Diffrent in many ways. More cutscenes, more action. Endgame is no longer horror game but still fun. Don't think too much and just buy it. Make us whole again!								",https://steamcommunity.com/app/47780,"16 June, 2021",15.2,15.2
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,6,Recommended,0,0,"Jesus i love this game. It's amaizing. Scary, hard, balanced and unpredictible. Make us whole again!								",https://steamcommunity.com/app/17470,"16 June, 2021",13.6,13.6
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,5,Recommended,0,0,"Never ending loop of dieing and restarting is addictive. Desing of enemys, items, characters and levels is incredible. There is huge amount of content and dlcs add even more good stuff. Just great game.								",https://steamcommunity.com/app/250900,"3 June, 2021",273.8,193
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,4,Recommended,0,0,"Borderlands 2 is better then pre-sequel. Dlcs are also poor but game overall is not bad. More borderlands is better!								",https://steamcommunity.com/app/261640,"3 June, 2021",222.6,191.5
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,3,Recommended,0,0,"OMG this is one of the best games ever made. Have so problems like every game but is still amazing, even after years								",https://steamcommunity.com/app/409720,"21 December, 2020",27.8,16.5
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,2,Recommended,0,0,"I love it								",https://steamcommunity.com/app/550,"11 November, 2020",62.1,55
7,https://steamcommunity.com/profiles/76561198155465306/recommended/,Other,1,Recommended,0,0,"This game is supid, digusting and absolutly amaizing. I love it								",https://steamcommunity.com/app/488790,"29 July, 2020",32.1,31.3
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,10,Recommended,0,0,"cool game								",https://steamcommunity.com/app/827900,"5 March, 2020",600.6,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,9,Recommended,0,0,"cool game								",https://steamcommunity.com/app/800330,"5 March, 2020",600.6,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,8,Recommended,0,0,"XDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXD								",https://steamcommunity.com/app/800320,"5 March, 2020",600.6,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,7,Recommended,0,0,"XDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXD								",https://steamcommunity.com/app/215790,"5 March, 2020",600.3,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,6,Recommended,0,0,"XDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXD								",https://steamcommunity.com/app/253860,"5 March, 2020",600.3,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,5,Recommended,1,0,"XDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXD								",https://steamcommunity.com/app/253880,"5 March, 2020",600.3,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,4,Recommended,1,0,"XDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXD								",https://steamcommunity.com/app/253960,"5 March, 2020",600.1,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,3,Recommended,0,0,"XDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXD								",https://steamcommunity.com/app/1900,"5 March, 2020",600.3,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,2,Recommended,0,0,"XDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXDXD								",https://steamcommunity.com/app/208140,"5 March, 2020",600.5,1
8,https://steamcommunity.com/profiles/76561198383440995/recommended/,Other,1,Recommended,0,0,"well done game								",https://steamcommunity.com/app/842620,"5 March, 2020",600.2,1
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,10,Recommended,0,0,"Przepiękna gra								",https://steamcommunity.com/app/588650,"24 June, 2020",51.6,2.6
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,9,Recommended,0,0,"minecraft ,ale nie do końca								",https://steamcommunity.com/app/304930,"21 June, 2020",50.8,41.5
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,8,Recommended,2,0,"Klasycznej;)								",https://steamcommunity.com/app/611500,"18 June, 2020",78.6,36
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,7,Recommended,0,0,"Minecraft lepszy								",https://steamcommunity.com/app/242760,"16 June, 2020",0.8,0.8
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,6,Recommended,0,0,"klasyk								",https://steamcommunity.com/app/10,"16 June, 2020",0.1,0.1
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,5,Recommended,0,0,"czilera i utopia								",https://steamcommunity.com/app/1325290,"14 June, 2020",92.2,35.4
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,4,Not Recommended,0,0,"No co ja mam powiedzieć nic fajnego ,ale lol zrobił to lepiej								",https://steamcommunity.com/app/1046930,"14 June, 2020",35.5,22.8
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,3,Recommended,0,0,"oj tak ta gierka jest super								",https://steamcommunity.com/app/1085660,"14 June, 2020",105.1,62.4
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,2,Not Recommended,0,0,"ta gra jest nie fajna								",https://steamcommunity.com/app/760620,"14 June, 2020",29.5,3.7
9,https://steamcommunity.com/profiles/76561198926177805/recommended/,Other,1,Not Recommended,0,0,"nie polecam tej gierki szybko sie nudzi								",https://steamcommunity.com/app/507490,"14 June, 2020",18.8,5.6
10,https://steamcommunity.com/profiles/76561199056848324/recommended/,United States,10,Recommended,10,3,"Just one pity. The fact that Cyberpunk 2077 is still a game full of all sorts of bugs. After more than a year of patching, there are much fewer of them than right after the premiere, and they are certainly much less common on the next genes, but they still can punch in the belly of our immersion in the game world. Intertwining objects, levitating cars and the like are still quite common in Night City.CD Projekt RED has already done a lot to make Cyberpunk 2077 work and look better than on the day of its release. I am convinced that if a game went on sale as it is now, players would say: how good this game is, let them just fix the heads! Well, but there's no point in looking back. Fortunately, ""Redzi"" does not look, but does their own thing. Cyberpunk 2077 becomes a better action RPG over time. And it is possible that in a year or two, we will say that he is one of the best representatives of the genre in history.								",https://steamcommunity.com/app/1091500,11-Jul,8.3,3.9
10,https://steamcommunity.com/profiles/76561199056848324/recommended/,United States,9,Recommended,8,0,"Outlast 2 is a successful sequel, but also conservative in terms of the gameplay formula. However, it will definitely not be a problem for fans of the first part and those who appreciate the traditional style of FPP horror movies.The assumptions are similar to the original, so the fans will immediately feel at home, although of course different and bigger. The environment changes, but the basis is still exploring, sneaking, hiding and tearing through locations, looking for a way out or finding an item, and avoiding enemies.The faithful camera returns. It is thanks to her - and the night vision mode - that we can see in the dark, where we spend a lot of time. However, it is worth manipulating the display mode to save the batteries, which we have to replace from time to time. The batteries are also consumed by the additional function of the sensitive distance microphone, thanks to which we can better determine the position of the opponent behind a building.								",https://steamcommunity.com/app/414700,27-Jun,4.1,4.1
10,https://steamcommunity.com/profiles/76561199056848324/recommended/,United States,8,Recommended,2,0,"MechanicsIn Valheim, we observe the action from the third person perspective (TPP). We start the game in a relatively calm center of the procedurally generated land. Although we may feel moderately safe there, the area is not very rich in natural resources. On the other hand, we need resources to create a better and better arsenal and stronger armor, to build various structures, such as fortresses or outposts, as well as to produce food for our character.For this reason, with time we begin to venture further and further from the center; While we traverse dense forests, gloomy swamps or even snow-capped mountain peaks on foot, after reaching the seashore, we have nothing else to do but build a boat and go in search of unknown lands. Increasingly bolder exploration is associated with the need to face ever greater threats. The clashes with aggressive animals and mythical beasts are dynamic, and during them we have to show dexterity and reflexes to block enemy blows in time or dodge and launch counterattacks. We eliminate opponents by using melee weapons (such as swords and axes) and ranged weapons (such as various bows).Valheim: Hearth and HomeHearth and Home is the first major update released for Valheim. It implements many changes related to the mechanics of eating. Correlation between stamina and hit points has been removed. Introduced for three categories of meals that give different bonuses to the indicators mentioned above. Plants to induce vomiting were also added, thus emptying the stomach. There were also recipes for new dishes.After the update, there is also the possibility of having your own mount - you can put saddles on tamed Loxes, thanks to which you can ride them.Hearth and Home adds new furniture, resources and weapons to the game. The patch also changes the balance of weapons found in the game.StoryThe action of Valheim takes place in the title, tenth world, invented from scratch for the purposes of this production (it was not present in the Scandinavian cosmogony). Warriors come to Valheim, who want to deserve eternal glory and a place in Valhalla, have to traverse this land and face the beasts that inhabit it. Those who survive will eventually be adopted by the gods.								",https://steamcommunity.com/app/892970,11-Apr,82,10.8
10,https://steamcommunity.com/profiles/76561199056848324/recommended/,United States,7,Recommended,6,0,"The newest part of Mortal is a great game with unnecessary superstructure. Removing the many cosmetic options, the crates that block them, and the AI as a collector slave would not change anything about what is at the heart of this brawl - great fun.Mortal Kombat 11 is an extremely complex, exciting and deadly fighting game that attracts people to the screen for hours.								",https://steamcommunity.com/app/976310,12-Mar,20.5,20
10,https://steamcommunity.com/profiles/76561199056848324/recommended/,United States,6,Recommended,5,0,"A very beautiful story, but quite short, the performance of the game is at the highest level for games of this type, I am waiting for DLC or other parts of the story								",https://steamcommunity.com/app/1481400,26-Feb,0.2,0.2
