id,link,country,time_id,recommend,value,fun,reviews,game,date,total_time,review_time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,https://steamcommunity.com/profiles/76561198084813166/recommended/,Other,5,Recommended,4,0,"This game is absolutely amazing. I can't really say anything bad about it.								",https://steamcommunity.com/app/253230,"23 April, 2019",29.8,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,https://steamcommunity.com/profiles/76561198084813166/recommended/,Other,4,Recommended,5,30,"Granny is pretty sexy, change my mind.								",https://steamcommunity.com/app/962400,"8 April, 2019",15.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,https://steamcommunity.com/profiles/76561198084813166/recommended/,Other,3,Recommended,1,0,"Damn i love the artwork, great little addictive game. It's easy and fun and it's for all ages i guess it's just a fun tiny game and I love it.								",https://steamcommunity.com/app/615610,"3 April, 2019",1.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,https://steamcommunity.com/profiles/76561198084813166/recommended/,Other,2,Recommended,0,0,"This game is fun with friends, i have 1470 hrs on it and all of the hrs have been joyand fun mostly, would highly recommend								",https://steamcommunity.com/app/4000,"10 March, 2019",557.4,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,https://steamcommunity.com/profiles/76561198084813166/recommended/,Other,1,Recommended,0,0,"well  i uninstalled becuase it did not wnat to start when i clicked start then i tried restalling it but when i press the free button then nothing happens help								",https://steamcommunity.com/app/1840,"15 July, 2017",7.8,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,10,Recommended,2,0,"Read it Boy!								",https://steamcommunity.com/app/1593500,15-Jan,14.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,9,Recommended,0,0,"Draw your weapon cowboy								",https://steamcommunity.com/app/1174180,4-Jan,19.7,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,8,Recommended,0,0,"Global launch day 19th november! :What a battlefield, massive, throwback to older games, new modes and other stuff.You will need a beefy computer to play this well, FPS could be better, but patches later on will hopefully help on that.For those who still have something like GTX 980 TI... go buy something new...xD. It can't hold up to this game, 128 Players and a massive map hits your graphic card right in the nuts.All in all its okay, could be better, could be worse. 7/10 ",https://steamcommunity.com/app/1517290,"19 November, 2021",11.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,7,Recommended,0,0,"Quite good.								",https://steamcommunity.com/app/816020,"2 January, 2020",21.2,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,6,Recommended,1,0,"This game is really SPACEY.It has some really good mechanics and its worth every penny spent. Trust me. I think you can spend over 50 hours in the game, and there is maybe still somehing you have not done yet. So go play it ;)tip... build a road as high as you can and then you can float in space. And fly.								",https://steamcommunity.com/app/361420,"20 December, 2019",20.7,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,5,Recommended,1,0,"Quite good horror game.After some time you won't find it that much scarry anymore, but then it becomes fun.You know, perks, levels, killers, characters, running for your life, you know, the usual thing.Ugh ha!								",https://steamcommunity.com/app/381210,"19 September, 2019",9.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,4,Recommended,0,0,"I mean.... where do we even start?Borderlands 2 is by far one of the best RPG action games out there.It has that perfect flow when playing that just feels right. Even tho it came out in 2012, it still holds up in 2019.You can spend over 100+ hours in this game, and still be entertained.Even do it's not the first one, you can still play it without playing the original Borderlands. And hey, Borderlands 3 is soon to be out soooo... what are you waiting for, kiddo!								",https://steamcommunity.com/app/49520,"11 July, 2019",14.5,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,3,Recommended,0,0,"Jumpscare shark game. Love it. Fun with friends.Go for the APS Rifle. Thank me later.								",https://steamcommunity.com/app/274940,"3 July, 2019",1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,2,Recommended,0,0,"So much hentai that I won't need to go to hentai heaven anymore.								",https://steamcommunity.com/app/438100,"3 July, 2019",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,https://steamcommunity.com/profiles/76561198143913829/recommended/,Other,1,Recommended,0,0,"FBI OPEN UP (SMASHES DOOR)								",https://steamcommunity.com/app/359550,"3 July, 2019",37,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,10,Not Recommended,0,0,"With this review I want to show some negatives of Mafia: Definitive edition and why I wouldnt really recommend it.If we were looking at Mafia as its own thing, the game would be good. But the issue is that it isnt its own thing. There is competition that does much better for the similar price tag.I bought this game because of its ""open world"" tag, thinking that it would be similar to gta 5, but in a different setting. Of course I was hoping for the game to have its own unique spin on the open world genre, but what happend really disappointed me. (Just a heads up; this review will have some comparisons between gta 5 and mafia)The game IS open world, but you cant do a whole lot with this world. Instead of having a open world game with a story, this is a story set in the open world, meaning that instead of having a lot to do in the open world, the only thing you actually do is missions. But those arent the main issues I have with the game. In a single mission I encountered TWO bugs, not even 30 minutes into the playthrough. For those wondering, its the second chapter. The game instructs me to sprint, and I see the valley that I decide to run towards. Only to be blocked by some magical wall (??) causing me to lose the mission. No big deal, I restart from last checkpoint and manage to run through the valley. Now Im told to vault over the fence. I do it. I continue to run and now I have to vault onto some crates (??) and now I fall through the world and die.... That all happend in the span of couple of minutes. Right there and then I though of quitting the game, but part of me tought that the odds of this happening are low so I kept on playing.The driving camera feels odd to say the least. The gun gameplay feels ok, but it lacks that oomph. In gta for example the whole screen greys out and zooms in for a short period while showing the little x, which feels awesome. The controls for anything that isnt gun related are weird though.... Why cant I press m1 to smack someone with the bat? Instead I have to spam q for whatever reason.And finally the language. I really love when a character in 1930s says ""stop bustin my balls"". The game isnt bad and I can see why the game has so many positive reviews, but it isnt my cup of tea. I dont think its worth 40�?especially when gta 5 which costs 50% more offers MUCH more. Not to mention that gta 5 often goes on sale meaning you can get it for even less than 60�? I would recommend buying this game only if its on sale, and only then.								",https://steamcommunity.com/app/1030840,28-Aug,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,9,Recommended,0,0,"10/10 Would play again								",https://steamcommunity.com/app/271590,"30 June, 2019",219.6,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,8,Recommended,0,2,"10/10 would play again								",https://steamcommunity.com/app/859580,"25 April, 2019",11.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,7,Recommended,0,0,"This game is amazing, however there are a couple of problems I have with it. Overall the game is fun, you can spend a whole day without getting bored because this game is just so much fun. The things I like Ok first lets start with the good parts. Firstly you can play any nation which existed at that time, and even if it didn't, you can tag the country which owned it at that time, and chances are, you can release that nation. Also the default focus tree is amazing. While it doesn't provide anything historicaly related with that nation, it provides the nation with a couple of military factories, civilian factories, infastructure, option to quickly change the ideology, option to develop your airforce and navy, and to get a couple of research bonuses. Also if you have waking the tiger dlc, almost every nation gets the option to form the nation at which they were the biggest (ie. Iran can form the Persian Empire). Also even tough good portion of nations don't have the custom focus tree, by every dlc, new focus trees for nations get added, and old custom focus trees which have some flaws get reworked. What I really like is how you can pick many alternative routes. Wanna go trotskiyist soviet union? No problem. Want to make america communist while you play fascist britain? No problem, just pick in game rules for america to go communist route or go non historical. One thing I also really like is the achievements. Some of them sound funny, but the reason I love them is because how hard some of them are, and it makes you feel amazing when you get them, and sort of it tells other how good you are. I also love things such as resistance which make hoi4 realistic, however there are some problems which I will mention below with it. I love the research system and I love how you can't research everything instantly, making you decide what do you want. Do you want a strong army and airforce or strong navy and airforce or strong army and navy? It is up to you to decide. While it is restricting, for people searching for a challenge it makes it more fun, and in multiplayer games it makes it more balanced and it requires more teaming. And finally, the thing I absolutely adore is how easy it is to get the mods and how many mods there are, which can variate form a small colour change, to a change in whole timeline or era. Also the music is amazing, most of them are relaxing. Those are all the things I like about hoi4, now it's time to talk about couple of problems.  The things I don't like One thing I don't like about hoi4 are the Soviets. They aren't hard or realistic. Germany can without a strugle DESTROY the Soviets. While The Great Purge debuff is amazing, there are really small buffs later on, which doesn't presure Germany into declaring the war in 1941. or earlier. The only strong thing about the Soviets are their manpower and the Stalin line. As soon as you go trough the Stalin line, the game for the Soviets is pretty much over. Other thing which makes me dislike hoi4 a bit is the power of airforce. It is too powerful. You can literally make 1000 planes and make them kamikaze strike english channel or make them naval bomb and you DESTROY the royal navy. And while there are ways to counter that, it takes a giant effort to get rid of this problem if you don't have a good airforce. Now I already mentioned how I don't like something about resistance. That something is that you don't get that people uprise against you, the worst thing that can happen to you if you don't take care about resistance is to lose factories in that region. The last thing I don't like is about a dlc.  Death or dishonor  . You can buy it if you want or not, and that is why I won't complain how little it changes, but the things I don't like is that Yugoslavia doesn't have partizan uprizing.Those were all the things I liked and hated about hoi4. Of course I absolutely love this game, but it wouldn't be a proper review if I didn't include some minor things which sometimes irritate me.  DLCs  Together for Victory A really amazing dlc, adds a better puppet managment and focus trees for the british colonies and a better focus tree + Britain itself. Overall it is really amazing and you get a good protion for its price Death or Dishonor This dlc adds the least content and actually just adds focus trees for Yugoslavia, Romania and Hungary. The price is questionable, if you come from any of these countries I guess that it is worth it??? Waking the Tiger This dlc is worth its price. It reworks chinese overlords focus trees, and Japan. Also adds the option to form nations like I mentioned in the ""the things I like"" section. It also adds the better unit managment (force attack, last stand....). Personaly one of my favourite dlcs. Man the Guns The most recent dlc which adds most stuff into it. Personaly I like some things, and some I don't (like USA being op af with infinite oil) but overall I like it. I did read some reviews and some don't like it, some do so yeah, in the end it is up to you weather or not you want to buy a certain dlc or not. Conclusion I would of course give this game 10/10There are a lot of things you can do in hoi4, and whenever a new dlc comes out, pretty much the whole meta changes because of how much stuff they add, and that is what I love. Dlc are also amazing and if you really love this game and want to buy them, you should.								",https://steamcommunity.com/app/394360,"7 April, 2019",478.2,281.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,6,Recommended,0,0,"Amazing game, has great story and even greater gameplay. I absolutely love this game. I love how this game doesn't just focus on land, but you must focus on navy too, and if you don't, then you're screwed. I also like how every troop has its own unique ability, which can either be used to make your unit stronger, making it vonerable for a shorter period of time, or just as a last chance for your unit to survive/defend your base. I love how mcv can go into water, which gives you a chance to actually survive if the enemy dominates the land. The plot is nice, and just like in ra it shows the corruption among the soviets. I recommend this game to everyone who loves strategy games, because it just offers so much. I also like the ""research tree"" and how it works. I love how I can get some special ability without building anything, and how I gain experiance over time.Now the part which I don't like. To me, naval gameplay feels forced, because it is in every mission, and good amount of missions you can't actually make vehnicles made for land only because at the start you are on the island. Exept that I don't have any other problems, and I know that this problem may be contradictory because I said how I love that you must build navy, which is true, but I don't like being forced to build my navy absolutely every mission I play.								",https://steamcommunity.com/app/17480,"22 November, 2018",7.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,5,Recommended,1,1,"Awful game, worst one I've ever played yet, reason why?You can't drive shopping carts ;(								",https://steamcommunity.com/app/578080,"9 June, 2018",24.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,4,Recommended,1,0,"This game is amazing, full of items and full of bosses. If you're a sandbox fan and you love challenging yourself, then this is the best game, which will complete those two requirements. Even tho many people at first think this game is like minecraft, it isn't, and btw stop thinking that any sandbox which looks blockish is a minecraft, because it isn't, and this game is a perfect example of it. At first, for beginers and people which have entered in hardmode, they may find this game overwelming, but once you complete this game first time, you will pretty much know the whole game. PRETTY MUCH. There are so many items, each run can be completed differently. Sometimes you may complete this game multiple times, and then later discover a new item. Even tho at first. since is a 2d game, players may think that that is a limitation in certain ways, but I can tell you now, devs have manished to completly remove that 2d limitation. Game is fun and full of items, just like mentioned before, but there are also biomes, from which every single biome has its respective mobs. Bosses are fun and exciting, and even tho you have to beat some bosses to progress (otherwise you can't complete the game), it doesn't really feel like it. You can summon the boss yourself, or randomly encounter it. Not every boss is a must fight. Almost every prehardmode boss can be bypasses, and you can instantly kill a boss which puts you into so called ""hardmode"". For those who are interested what hardmode is, it is just like a new start of the game, but harder, and no, that doesn't mean that your items get deleted or world, you keep the items, but there are more mobs and more biomes, and also most importantly, new bosses and items. For sandbox fans this will be amazing game, as they can explore, build, fight and craft. So I recommend you to buy this game, because you will have so much fun in it. Personaly I am not a big sandbox fan, I would much rather prefer fps or rts games, but this game has so much to offer, that I absolutly love it. Now the other part of the review, a bad part. Game is just like I said overwelming for new players or players which are first time in hardmode. When I was first time playing terraria I had terraria wiki open 24/7 to know how to craft stuff or how to obtain certain items, but again, like I said, once you complete terraria first time, you will know how to complete it second time. I recommend you to watch youtubers or streamers play it to learn a bit more and being on terraria wiki, and even try creating few worlds so that you find a perfect one for the first time, that way you wont have problems obtaining items required to defeat the bosses, that doesn't mean that you should get one item, then hop to your main world, make one more world, get items there and repeat this process, no. That means that you should make one world in which you will easily find items and caves, and make that your main world, and play ONLY on it with one character. Another problems is how long it takes to obtain certain items, lets say terra blade, since I am tired of explaining, just click  here [terraria.gamepedia.com]. And even tho it is true that is takes forever to obtain lets say, terra blade, they made it really rewarding. Now since I did defend bad sides you may say that I am being ""fanboyish"" towards terraria, and I will be honest, that may be true. But that is because I love this game, and I hope that many good updates will come out in the future. Terraria rating: 10/10Edit: Also to mention, in terraria forums, there are a LOT of mods you can have fun with once you have beaten the game, or even before, and community is really nice.								",https://steamcommunity.com/app/105600,"12 January, 2018",237.2,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,3,Recommended,0,0,"The game is outstanding, beautiful and I love it. That is my opinion in short, so if you have just wanted to know my opinion in short, here you go, now time for full explanation what do I like and what I don't like I like how in this cnc game we went from 2d technology to 3d technology, and it really gives this game some beautiful and stunning graphics. What I don't like is that you have removed almost every building and vehnicle and character from older cnc games, and yes I do understand that there weren't any vehnicles or characters or buildings from cnc 1 that could have been made by you (except if you used mods) in cnc 2, but cnc 2 had a lot of easter eggs which are reffering to cnc 1 + when you're battling against mutants, you see them use older vehnicles from cnc 1, and also in the last mission on gdi side, if you're quick enought, you can also get to use tanks from cnc 1, also there were a lot of missions where buildings from cnc 1 were in hidden places, but ok, lets get back to cnc 3. There weren't a lot of easter eggs, but what I do like is new side, scrin. It really explains some stuff about tiberium and its exsistance on planet earth. Another thing I am not big fan of is the effectivity of weapons. It just feels like that you have to make at least 20 vehnicles (from which 10 are at least anti soliders and other 10 anti buildings/vehnicles), while in older games you could just build one same vehnicle or troop 10-20 times and you would complete the mission, but I still like that you have to mix vehnicles and not just spam, lets say titans in cnc 2. I like the game it is really well made and I would recommend it to everyone. Also I like that you can turn buildings and turn your view. Sadly servers are now dead so I couldn't have had fun exploring techniques while meeting different people. This game is probably togheter with ra3 one of the last good remains of cnc franchise, since newest released cnc game, looks nothing like classic cnc games. Westwood had some really amazing and creative ideas for cnc 3, but since ea had them, their ideas didn't even mean something to ea, so they fired them, and you can really see that this game looks like half westwood product because there are some ideas which definently look like from cnc franchise and yet there are some thing in this game which don't look at all like older cnc games. And cnc 4 was just a proof that ea run of westwoods ideas.								",https://steamcommunity.com/app/24790,"27 December, 2017",20.9,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,2,Recommended,1,0,"The game is fun, exciting etc. The best part is how as a starter you can use op guns almost instantly and later on, those op guns become something weak, so you get better guns. Personaly I had around 10 guns and with every gun I had so much fun! Game offers so many things you can do, that you simply want to come back to the game again :D I am playing cs:go, but sometimes I just come back to the skill, that was also my first fps and that is why I love it! Also the sound effects are awesome! Headshot sound is epic in my opinion :) I also like how they allow you to exploit some of the guns (sniper rifles in this case) where you can quickly reload and then not even look at the scope (but you clicked the button for the scope) and then instantly shoots and I love how that makes your aim better :D Also every gun has something special about it (famas and a great damage, p90 and scope, awp and fast movement speed and good aim). The only thing I don't like is that every spray costs and that I can't work hard for it to get it, but I must spend the money to get it. Game is fun, and even tho it has some DLC's, it is not pay to win :D								",https://steamcommunity.com/app/286940,"28 August, 2017",279.3,253.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,https://steamcommunity.com/profiles/76561198276338779/recommended/,Other,1,Recommended,0,1,"Before I start saying anything good or bad abour cs:go I will instantly say, I love it. Game is fun, it isn't that one game with cool graphics and bad content, it has ok graphics which even low spec computers can handle  and still the game is really fun and really well known.However, even tho the game is great, like every game, even cs:go has some bad sides. First of all ranking system. Elo system may be precise and good in big ranks, but in silver it is unbalanced. You can see 3 players in your team having 15-17 kills and then 2 of your team mates with less than 10 kills. Second of all, competitive is too stresful. I am writing this by my own expiriance, and even tho some people are not stresed, I am one of those people which are stresed when they play cs:go.Now back to the good sides. Most of the weapons are balanced, and even tho terrorists have weapon advantage over ct's, ct's have advantage over points, they are controling them.In the conclusion, I love the game,  and I can't wait to see future updates of this game!								",https://steamcommunity.com/app/730,"7 August, 2017",812.2,298.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,10,Recommended,0,0,"Mega sjovt								",https://steamcommunity.com/app/291550,"17 November, 2021",149.6,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,9,Recommended,0,0,"Good game very fun to play even if you dont have any friends to play with								",https://steamcommunity.com/app/1183940,"31 July, 2021",10.9,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,8,Recommended,0,0,"best game ever								",https://steamcommunity.com/app/346110,"21 June, 2021",564.1,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,7,Recommended,0,0,"Godt spil								",https://steamcommunity.com/app/252490,"12 February, 2021",159.6,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,6,Recommended,0,0,"Its a relly good game its worth								",https://steamcommunity.com/app/271590,"14 August, 2020",724.3,297.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,5,Recommended,0,0,"mega fedt spil								",https://steamcommunity.com/app/359550,"25 April, 2020",575,130.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,4,Recommended,0,0,"det er mega sjovt								",https://steamcommunity.com/app/960090,"12 March, 2020",322.3,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,3,Recommended,0,0,"det er godt								",https://steamcommunity.com/app/304390,"16 February, 2020",108.9,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,2,Recommended,0,0,"Det er godt								",https://steamcommunity.com/app/252950,"22 December, 2019",309.4,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,https://steamcommunity.com/profiles/76561198318904737/recommended/,Other,1,Recommended,0,0,"mega godt spil								",https://steamcommunity.com/app/730,"18 March, 2018",632.4,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
